Lat,Lon,BlockID
40.4456616864244,-79.9152639610791,10453905513560874610
40.445991245362,-79.9149676066517,10453905513560874610
40.4460905817214,-79.9130939756352,1051839241045391020
40.4454842479392,-79.9138303563411,1045390551051839240
40.4466451576439,-79.9142568365935,1045391021045391140
40.4470822040787,-79.9117233508552,1045391021045391140
40.4460958757654,-79.9140871850922,1045391021045391140
40.445766979793,-79.9151692240693,10453905513560874610
40.4457613712855,-79.9122862593969,1051839241059898850
40.4463481252918,-79.9146638602105,10453905513560874610
40.4458028671054,-79.9120201920676,1051839241059898850
40.4463185379952,-79.9129884308877,1051839241045391020
40.4459471414227,-79.9125862080565,1051839241045391020
40.4462836483622,-79.9136788125937,1045391021045391140
40.4458732799561,-79.914331626998,10453905513560874610
40.4462190082378,-79.9147258485085,10453905513560874610
40.4461059573441,-79.9125657815964,1051839241045391020
40.4459806336148,-79.9131001531496,1051839241045391020
40.4461807977633,-79.913012407007,1051839241045391020
40.4470050220924,-79.9121503727264,1045391021045391140
40.4459356747341,-79.9130961963215,1051839241045391020
40.4463542234873,-79.9132382852667,1045391021045391140
40.4460207855202,-79.9141674392806,10453905513560874610
40.446398294255,-79.9145508194476,10453905513560874610
40.4455438825958,-79.9136956962526,1045390551051839240
40.445709714126,-79.9152212965353,10453905513560874610
40.4458955025528,-79.9126018034841,1051839241045391020
40.4456937689215,-79.9126413403235,1051839241059898850
40.4469591592544,-79.9124296033767,1045391021045391140
40.4462101842892,-79.9139068358309,1045391021045391140
40.4465201611211,-79.9124705191287,1051839241045391020
40.4459009289745,-79.9131188018851,1051839241045391020
40.446235706955,-79.9125286095613,1051839241045391020
40.4461988546785,-79.9125317402878,1051839241045391020
40.4462703259621,-79.9129969490282,1051839241045391020
40.4459415239673,-79.9150127334976,10453905513560874610
40.4460004327365,-79.9125850406037,1051839241045391020
40.4462204690716,-79.9130054132336,1051839241045391020
40.4464677831195,-79.9129511665636,1051839241045391020
40.4458024146113,-79.9143915308874,10453905513560874610
40.4456081281177,-79.9130946779868,1045390551051839240
40.445735302014,-79.9124467957303,1051839241059898850
40.4463122171213,-79.9134874451451,1045391021045391140
40.4462530830264,-79.9138007484997,1045391021045391140
40.4455772385307,-79.9132633260683,1045390551051839240
40.4457163600573,-79.9144707133,10453905513560874610
40.4469841224653,-79.9122841231934,1045391021045391140
40.4470283181005,-79.9120059178548,1045391021045391140
40.4455455667342,-79.9134883744334,1045390551051839240
40.446159120241,-79.9140090658414,1045391021045391140
40.4456269279532,-79.9129410959691,1045390551051839240
40.4455580721541,-79.9146388669317,10453905513560874610
40.4456381565788,-79.9145558993093,10453905513560874610
40.4463725313119,-79.9129790203656,1051839241045391020
40.4469382198945,-79.9125655079196,1045391021045391140
40.4470646252093,-79.9118705055054,1045391021045391140
40.446567452131,-79.9143154428431,1045391021045391140
40.4463294356961,-79.9133744245888,1045391021045391140
40.4460512878179,-79.9149138258477,10453905513560874610
40.4459583671082,-79.9142161130499,10453905513560874610
40.44588986198,-79.9150588769135,10453905513560874610
40.4458320895426,-79.9131291735332,1051839241045391020
40.4458465814146,-79.9150973819063,10453905513560874610
40.4461548736643,-79.9148222673738,10453905513560874610
40.4463015169651,-79.9147040559568,10453905513560874610
40.4464877388929,-79.9144958247323,1045391021045391140
40.4455664556402,-79.9153493176355,10453905513560874610
40.4456147629041,-79.9153063025465,10453905513560874610
40.4465332370975,-79.9144563124003,1045391021045391140
40.4462825450706,-79.9125200470456,1051839241045391020
40.4360865809616,-79.9144698221802,1048574951046871450
40.436055793385,-79.9141048511676,1048574951046871450
40.4351831839727,-79.9139685623397,1046871141046871340
40.4361526397201,-79.9129323781211,1046871451057974460
40.4362985242596,-79.9103446762044,1046871451057974460
40.4362077800587,-79.9124950162097,1046871451057974460
40.4362296891745,-79.9123659918107,1046871451057974460
40.4363271914256,-79.9178600531324,1049053051050317950
40.436273577146,-79.9174978978321,1049053051050317950
40.4362318998303,-79.9173190384478,1049053051050317950
40.4370996325214,-79.9227847368056,1048574501050130850
40.4374045405544,-79.9228074940743,1048574501050130850
40.4374680695027,-79.9228167273639,1048574501050130850
40.4349438391586,-79.9224802945141,1046870921046870980
40.4318767975635,-79.9184723717801,1049053451049053560
40.4321232434734,-79.9185377856638,1046198701049053290
40.4316361093886,-79.919738460411,1046198801049053560
40.4354883756485,-79.9307869831962,1057902613029813560
40.4347808701637,-79.926282449861,1046870641046870770
40.4348659645901,-79.9263122059357,1046870641046870770
40.4349569976803,-79.9262210341834,1046870641046870770
40.4349614988555,-79.926152942236,1046870641046870770
40.4349909890899,-79.9260142866186,1046870641046870770
40.4348269475099,-79.9262941176854,1046870641046870770
40.4349848034619,-79.9259692877228,1046870641046870770
40.434540123705,-79.9263406642692,1046870641046870770
40.4345489579393,-79.9262725333185,1046870641046870770
40.4340093561204,-79.9259573919731,1046870641046870770
40.4339971446031,-79.9260809712729,1046870641046870770
40.4338793118386,-79.9268264008705,1046870641046870770
40.4337107789639,-79.9212044558468,1046028281046028330
40.4342278701152,-79.9230420087094,1046028281046870920
40.4342858326236,-79.923036250178,1046028281046870920
40.4340178209919,-79.9230916239351,1046028281046870920
40.4344128839075,-79.9230258011775,1046028281046870920
40.433984059457,-79.9244861445712,1046870811060058240
40.4334964412884,-79.9234039068933,1046028021046028280
40.4337267698426,-79.9242529044969,1046870811060058240
40.4343517083419,-79.9240233296364,1046870811046870920
40.4347582540604,-79.9190583695046,1046028331046870980
